text,l1,child_id,age,source_file
um it sit on a bike he don't know no four wheels but my my training wheels i cou with my training wheels i can ride fast fast fast but my but my dad ride fast he don't they don't fast like me i can ride it back home fast in the moon it's a museum i see a real dinosaur it's moving and moving in a museum i saw a meat eater going roar roar roar,Cantonese,DNLN1,62,dnln1.cha
they fix all their skin they fix all their skin but some dinosaurs you can ride you can ride on it but they don't in not in the park in the museum,Cantonese,DNLN1,62,dnln1.cha
on the thirteenth i don't year is i don't year is i don't know what year is uh uh uh i dunno uh uh i uh i don't know uh i dunno how to say yeah i go kindergarten uh miss dee miss kay and and uh miss ess and miss see uh my friend i have four of uh i have i have lots of friends in playschool uh miss kay and miss ay and miss dee,Mandarin,DNNC1,64,dnnc1.cha
and uh bianca and uh and cassidy uh um play um just something i just lotsa everything um a house um i don't know how to say i just i just i dunno how to say it uh i read that green but there is no no rainbow fish i i i like i like play with my friends um i don't uh sometime i don't like food yeah because i dunno um some cereals um and uh and uh,Mandarin,DNNC1,64,dnnc1.cha
i dunno what i don't know how to say i lost that yeah and a and a ice cream no those cars and and computer and computer too i i can i can i can i i can i don't know how to say it i can play that thing i can play really well uh i play with it like i like this car yeah we got i like that colour yeah i like this colour,Mandarin,DNNC1,64,dnnc1.cha
on on the colour on the purple colour and this colour i don't know how to say that my car is silver um you just you just like this because you see this right there i yu go here because there's a x so you have turn around yeah and you have this stop uh make the light make a green and uh and uh and uh this is one house oh yeah here is and those police,Mandarin,DNNC1,64,dnnc1.cha
this going here uh that i think that some in there i eat mcdonald i just eat one time in here i don't know i i lost that one or what i i h i i lost i go home i go mcdonald's this this uh this uh but this i i like this car too you can go here uh that's um that's i don't i don't know how to say this but not here,Mandarin,DNNC1,64,dnnc1.cha
yeah this car is really fast lots of toys there you know i have something i gonna get something no it's here first uh you don't read that you don't you don't read that kay no you don't read that yellow star yellow star what do you see i see a green tree looking at me green tree green tree what do you see i see a brown brown reindeer looking at me brow reindeer brown reindeer,Mandarin,DNNC1,64,dnnc1.cha
what do you see i see a red uh uh yep uh i dunno look at this i dunno how to read it i think this is a oh he he hat caterpillar eat he hat miss kay give me i gonna show you something i think i i have in my i i think here that that um um for kindergarten kindergart um kindergarten he's um stick really well because i don't i don't i don't uh,Mandarin,DNNC1,64,dnnc1.cha
uh uh uh uh uh because i know lotsa math um one plus one is i don't need hard i know three plus three i know eight times eight i know one hundred and one hundred uh two hundred i i can do some i can do something i'm gonna do some i can do something oh see here's some ah something see here it is my back i have a free backpack oh yeah there it is,Mandarin,DNNC1,64,dnnc1.cha
i gonna do this um i can do i can do um i can do three under because that's easy for me i i love to do do do this yeah i know that's my name no this is in in the kir this i don't know how to say it no this this daycare yeah i i some of it i don't know how to read chinese no no i don't i don't know how to read some,Mandarin,DNNC1,64,dnnc1.cha
i don't know how to read the english some i know this is english is this is four i can't see eight do you know um do you know do you know dyou know this two together is no i said together that's that's um that's um no this is twelve why why do you know and uh see i can do those i can do in here i can do those you know this is that's easy one,Mandarin,DNNC1,64,dnnc1.cha
i know more i can do this i can do something i know look and a ten ten and a plus i gonna do this i can do ed it uh i s this is this one uh i lost um i lost uh i don't i lost uh i lost uh i don't remember and uh keana um he he play me me he play with me every day and uh sometime is kip computer and uh lotsa things,Mandarin,DNNC1,64,dnnc1.cha
i gonna tell you some more okay i more okay i i told you some more okay do some more things i do some more things i'm gonna do some more things i'm gonna do something fifty and uh is fifty nine yeah fifty four okay know how to do this you know how to do that oopsie i make a stake no i make a stake you have eight i can count to up a hundred,Mandarin,DNNC1,64,dnnc1.cha
uh two er two hundred i can count to nine hundred oh that's long time you can write in my paper i'm a chinese dyou see some pictures just one just one just one picture you see here i look at my my my something um uh santa claus gave me you know he he uh he eyes he he he's he's there you know there he there he's there he he owie his there,Mandarin,DNNC1,64,dnnc1.cha
um he he he red in here because he he he owie in hi there you know you know he can jump yeah he just can run draow he can jump drr rr um skr skr uh i don't how to say uh i don't know how to say that yeah and a something too um the more my have some strawberries and uh and uh and uh and uh and uh and uh uh i i don't know,Mandarin,DNNC1,64,dnnc1.cha
i lost it i don't i don't know how to making something uh ta tom is my friend too jennifer is is he he's he's he's three yeah tom is tom is tom is eight uh uh he is seven i i i older than jennifer because she's three i'm i'm five lookit it's three three five lookit it three five seven lookit you know i know jennifer i know jennifer he he's i know jennifer is two,Mandarin,DNNC1,64,dnnc1.cha
not three yet yeah i know jennifer not three yet but but today he's three october is his birthday i i is i is october too uh i think computer um i don't know i go i i i i i i i i i is i go skating with tom we go same day this tom and this jennifer this is me we watch tv we watched tv in my house uh watch movie,Mandarin,DNNC1,64,dnnc1.cha
uh i eat some ice cream gimme some picture okay give me some picture my mommy picture some is my mom that's lots of mommy pictures lookit what my mommy is at the here he this is his teacher we have lots of picture and this is is mommy friend oh that's my mom oh he uh i dunno how i dunno how to say that's a lots of picture this is my mom that i i,Mandarin,DNNC1,64,dnnc1.cha
this is my mommy my uh my mommy this my mom this is my mom this not chinese um i dunno how to say it ooh look at this i don't know i dunno how this is yenhaia okay okay you can you can in here this my my mommy this my mom and he friend that's a airplane ooh big picture that my dad mom my mom oh look at this picture that's in canada,Mandarin,DNNC1,64,dnnc1.cha
matilda in in in in in in in in in daycare too why is daycare what is my bear uh i lost no i lost uh i don't know where is my mom oh this is my dad picture there is my dad this is dad picture and this my dad and this is this is some some help me he just he just help someone help me someone take care of some some help me,Mandarin,DNNC1,64,dnnc1.cha
i don't how say it my dad picture too this is my dad lookit this picture this my mom picture there is my mom oh lookit this picture i don't know i don't know how to say it i think we play something and we i think we done this um play something play i think i don't know how say it uh i don't know oh okay okay uh mommy give me it okay give me whoa whoa whoa,Mandarin,DNNC1,64,dnnc1.cha
uh uh uh i have lots of picture whoa whoa whoa whoa lookit i have lots of picture look at this one that's that friend house he he he he he he i dunno how to say he he he don't he don't he don't sleep here he he go somewhere uh look at this picture i lots of picture in here i don't know you means i don't know yet um i like be i like be,Mandarin,DNNC1,64,dnnc1.cha
i don't know teacher is really teacher is really really i don't know how to say i think i want to be a horse i think first you lookit my pictures lets look at some picture lots of picture that's my my horse this is my grandma i think i think i i i look at this i have some papers yeah you can lookit i don't know i don't i don't know yet,Mandarin,DNNC1,64,dnnc1.cha
i see how i see it's babies oh lookit i have some dollars yeah that's chinese dollars i have chinese dollars i don't know i don't know you mean i don't know how the i don't know uh i don't know i dunno how to ask i don't know i don't know i don't know uh i like beyblade i like beyblade and a um and a um chocolate a and candy i dunno how to say i don't know,Mandarin,DNNC1,64,dnnc1.cha
how to say and chocolate and i like that i um i like play my spiderman too uh you just you can like this and you can lookit i can do lookit i can do um um play my computer uh watch tv uh watch watch really funny tv i don't how to i don't know about really funny he just uh he just um jump in the river he he jump in the in the,Mandarin,DNNC1,64,dnnc1.cha
i don't know how to say that i i i can i can i he jump in the there yeah i i don't i don't know i don't know how to say it i dunno how to say it i know some some nother one uh some something i forgot i don't know look at my teeth i see some yellow my mommy too um i don't know tonight play my computer lots of game in kep computer,Mandarin,DNNC1,64,dnnc1.cha
even i have coffee break no coffee break he ha lots of game he have a car um i dunno i dunno yet i don't know uh i think play my computer no i sun i like sunny because because snowing is too cold because you're have lots of snow because i don't like snow ball yeah because some sometime there's snowball in the you know miss kay said uh miss kay s say,Mandarin,DNNC1,64,dnnc1.cha
wo wo wo one girl he i don't know uh he throw one snowball in the tree and he heard something tree tree there's is some one boy uh go another and then tree is be be he eyes the tree hurt hurt hurt he eyes so i don't like my mommy throw i my mommy throw but but he don't throw in the in the in the tree in she just throw in the by my daddy there,Mandarin,DNNC1,64,dnnc1.cha
um play beyblade and uh play computer and uh eat eat some foods and uh and uh do this one and uh and uh nothings uh i don't know i i have long christmas because we are i like christmas i just stay home in in the in the i just stay home in the in the very very long time long long long time tommy and and i go take here i have lots of candy in halloween,Mandarin,DNNC1,64,dnnc1.cha
i don't know how to say my my my things i dunno how to say just i know i know i watch tv uh i got a lots of candy i go tommy house some some candies i i can he he just gets two uh i i give my i three and he gives my me three because i is tom friend because i know he yeah and he yeah and he know me so,Mandarin,DNNC1,64,dnnc1.cha
um i on my my tom and uh i i i my tom got a lotsa lotsa lotsa lotsa candies and lotsa yummy because he just eat he all i i i make it a chinese,Mandarin,DNNC1,64,dnnc1.cha
that that pen is not working that pen is not working i i i i have one here i have one here i have one i'm uh gonna write something well i i i just like my mom i i will i gonna get that hm hm yeah what does this said well that doesn't looks like a a like this one doesn't look like yo a that that that looks like a all fall down a that that that,Mandarin,DNNS1,54,dnns1.cha
that that that that looks like an upside down v um um october fifth that going be five but i'll be five at september no today's not hm i dunno i i going be a doctor when i get big people who who who who ate something yuck get gets take their cavities out hm just people what see that uh uh you have lots why were these all stuck together i i think it's yucky i i think,Mandarin,DNNS1,54,dnns1.cha
hey what's this f one has has has has one part well well i don't see it but but but you but this has four well how how bout this one that one can can be l like this just just like just like the people who want to play just like that i'll show you how that can do rar it's just silly ring that's a silly ring that a kind silly i'm going be a big doctor,Mandarin,DNNS1,54,dnns1.cha
i i just stay here by myself i think so uh uh i just take care of anybody no my mommy doesn't get me a baby i gonna turn my mom into a big pig because i want to because because i want to they they they all stay in em park but but i but i saw them and then una say say sasa sasa and i i going turn my mom to the big pig,Mandarin,DNNS1,54,dnns1.cha
he's a sasa sa she's a sasa sasa girl uh hm sasa sasa i gonna turn my mom to the big pig i i i i when we're going to lunch marching i'm going marching with una uh we we just go we we we don't we don't use this just go like this hm sasa hm i do i i i'm the toy man i we're we're all gonna go we're we're going outside in all day,Mandarin,DNNS1,54,dnns1.cha
but our game our gym time is over uh hm later no at daycare but but this but our gym time is over because we because we going have it to later when rain is when outside's cold and raining then we're then we go to the gym but but but but the but but the outside's beautiful all day when outsides is cold then we'll go to the gym yeah yeah but but i don't like murna,Mandarin,DNNS1,54,dnns1.cha
because i don't like murna because i don't like her she she he he just pull my ear laughs i i i do the bath bad thing a sasa sasa hm sasa sasa i i i just i just i hm i we we just make some crafts we're making stuff i i nothing laughs hm mice in the eye just do colours hm sasa sasa i just gonna draw a tv i just gonna draw a tv,Mandarin,DNNS1,54,dnns1.cha
it is standing on a table and only for sixteen kids hm i dunno hm una is want to say bad words with me hm sasa sasa hm i want una want to be my husband but una want to be one i gonna warry marry in a husband hm a hm at june fifth no no july fifth u u una una has mia myer in his home una has in his home,Mandarin,DNNS1,54,dnns1.cha
i wish i has in in his home una has two una's m mom and dad has two kids i i just i just need a baby no i just need one brothers and sister hm i don't like people to to to punch me or or people go like this but i don't like that but some but peter do that o o o no no no peter just go like this he he lies on my back,Mandarin,DNNS1,54,dnns1.cha
but but but i but i don't like that hm i i did hm hm sasa sasa boom ba we don't l anybody does not play with peter because peter's too silly hm sasa sasa but uh i but i stand that i i stand that i i i stand that well i love your socks yeah i i loves it but i love it hm sasa sasa hm i just yeah i just come from china,Mandarin,DNNS1,54,dnns1.cha
hm everybody want to play with me at china i have lots of friends buh buh buh buh but but the china's raining hm hm hm i don't hm white egg hm i don't know they're just a flute people i i i know how to make nothing i just take the bread with the hot dog and and and and i put cheese and and and butter or or the strawberry's butter y y i i i strawberry,Mandarin,DNNS1,54,dnns1.cha
i don't have any in here i don't have ketchups i i no but i do like ketchup yeah but i love ketchups but i don't see ketchups but i wanna blow bubbles with jasmine because i like to just like me just like me but i wanna color and blow bubble but but i don't wanna make crafts but i don't want to make one that that that says j v c,Mandarin,DNNS1,54,dnns1.cha
well but i but i didn't see looks like like a vcr looks like a j v c yeah yeah yeah yeah but yeah but that that doesn't looks like vcr but that that those rows call j v c but but we call them vcr hm hm fifty five hundred yeah i think so i think so hm just just like this it just like hugo hm uh hm no,Mandarin,DNNS1,54,dnns1.cha
no because he he he take the same bus with me but there's only fifty bus but but fourty three and fourty four are are gone i think that they are gone hm they went home but i but but but but fourty three three turn to not in service but that why fourty three turn it but but but but bus drive sing is is almost i i am i i i i'll be i'll be right back okay,Mandarin,DNNS1,54,dnns1.cha
look at what my mommy buy ed but but but it's not the same colour that but that that's a late light blue no we're we're sitting on the hm paper hats that that that's my that's what i went home no from em park this is where were we been to the parks hm climb up see there's my hat and this is then this the choo choo train that's that where we play with the snow,Mandarin,DNNS1,54,dnns1.cha
hm step on the snow and and that me ah and that's where we making foods and that's my birthday hm hm a a cats and that's peter hm but i i but i i wonder if that cake yummy uh uh but i was wonder that cake's yummy and and here's the santa b b but that's una but una's but that but that people but that's that people is my friend hm sasa sasa block,Mandarin,DNNS1,54,dnns1.cha
i i and and that's that where we where we spreading and and that's where i draw the pictures and here too i have those i have this hm mice ball in the eye hm with colours hey you hey you you you you you you write write you on here okay here you write two i'll show you how to write two f three six two four six eight,Mandarin,DNNS1,54,dnns1.cha
but i gonna i i'm but i but i don't think that that game is fun but i have one here b b but i don't think that it's fun these are all my old toys because i don't because but these are my old toy but i don't love old toys morgan has the old toothbrush my just my teacher because because i think he has one and and and these are my lunch and that's yogourt,Mandarin,DNNS1,54,dnns1.cha
b but this is a and that that's a egg yeah and that's a um hot water for for for for drink when we cough glass and hm hm i i dunno what what is that is i i i watch them all day no no only cats they they they cook foods they cook something that's yummy but but some some animal said yuck and the bear says yuck what do say yuck hm and they fix the lights,Mandarin,DNNS1,54,dnns1.cha
ay ay and somebody put put this lightbulb and and and put the fish ah ah and you open the light and fishies wo wo wo turn to red that that's not funny isn't it that that isn't that's not very funny but i i want to see them but i don't know what what they they're called hm sasa sasa i think so hm i dunno i don't have that movie i'll show you,Mandarin,DNNS1,54,dnns1.cha
and thi thi but this this movie you call fly away home duck and duck and duck duck wa watch this can fly but but they can't because they cannot but they can because they they don't have have the same like have was same like birds so tho they can fly away home a a a a and thi these are my e hm my my my tv show show and tha tha that will open it,Mandarin,DNNS1,54,dnns1.cha
a and this uh a a and this is dvd and j v c but but but that doesn't looks like a vcr but that is a vcr hm hm present hm a a whole bunch of present hm hm something hm s hm yeah yeah but but but but katie has one ba but but but but but but una has one in in his bag but this isn't but that isn't have any pictures,Mandarin,DNNS1,54,dnns1.cha
hm i i hm kitty cat a nice kitty cat i i i just i'll be right back okay i am go up i am go upstairs from a little moment but i i'm a write hello kitty i'm a write hello kitty i i i just drop it on the floor my i got i i just i just went home hm s i i just want to col get some paper and and write something,Mandarin,DNNS1,54,dnns1.cha
or or colour something hm i ate some fruits ate ate sandwich and my mommy cook subway no no he cook them no i i i i just look at the book but i don't know the words i don't know but i don't know the words the kids doesn't know the words hm i i just went to bed i just play play for for eight of the clock hm i go i'm gonna sleep on my bed,Mandarin,DNNS1,54,dnns1.cha
and then til it's day but but but it's almost night why is the sky is so blue it's too blue we k we we we can still i i still see i still see anything when when when the sky is turn to black and i can't see anything and i open the lights but somebody doesn't open the light um th th this house has open the lights why this house has open the lights all day,Mandarin,DNNS1,54,dnns1.cha
i i think you you you says i think you so blam ring a ring a ring a ring a ring ring ring ring a hm hm hm summer better because i like k but i like summer because the winter is too cold hm i get to go and play at summer but but when it's cold and i come back to my house when the snowing outside and i i won't go outside,Mandarin,DNNS1,54,dnns1.cha
we won't go outside when when it's wintertime hm i just do but i just want to write something what what do you do at hello kitty but i see maybe it's in una's bag it's in una's bag i but i saw that word i i just want to write something has we'll have two more question i i just i just i just ee are your coming later uh uh after this day,Mandarin,DNNS1,54,dnns1.cha
uh i uh how many uh are you gonna come to somebody else's house hm sasa sasa si be silly hm ba sasa just it go just like this i i i i make a easter egg no no not what a what a this watch this hm j where we have a egg and i'm i'm but i want blue and then blue is all and and i don't want this different colours i just want blue,Mandarin,DNNS1,54,dnns1.cha
i i don't know which colour is is una make one i i don't know which colour do she wore do she wants i don't know which colour do do she wants hm sasa bomba hm yeah yeah yeah yeah the easter bun ohn ohn the easter bunny come come come at go you on the easter egg hunts just at daycare no no just the blueberry egg,Mandarin,DNNS1,54,dnns1.cha
it's only like for hm you stay in your sitting you stay in your sitting nope no i not going to gym my my my brother going to borrow my his guitar one one his name is dillon i don't have one mine is small put the g what for what is this we we going to recess he he play with me no he he um black skin and black hair short like me she like is black,Spanish,DVDC1,75,dvdc1.cha
i don't understand no i don't we no have a sl we have know it's something like a monkey bar he he and push the thing and go and and in my daycare in in my daycare we going to playground we going to playground one we we going to playground one y we done y we have that and emil to that emil emil emil emil to that but i can't go see the that one,Spanish,DVDC1,75,dvdc1.cha
always trying to jump or throw it like that way i have more and our one's name is marcus at my school y y y have a one who name is alex y he go to a my school he go to a my daycare i i have a name i have a a friend who's name is leela he go with he go with me and to to school and the daycare too y have a two one,Spanish,DVDC1,75,dvdc1.cha
and two one too two the two the schools and and he's to school to the daycare too just the park mmm my chore mmm t televisions mmm fox kids they uh uh lis the camera looking only me i don't want see me but i i'm scared of the cameras uh can put some is this is this name is this name is this no i didn't is is sometimes like that and you you you one the,Spanish,DVDC1,75,dvdc1.cha
i can put in there you want pour something go over there and then want do this you get and and there the egg no two sisters one one is name kelly and one is other name marianna she not two sisters no one sister or two sister i i i tell my my brother can i can i play with you my brother say no i got friend over here i got friends mmm friends mmm guns,Spanish,DVDC1,75,dvdc1.cha
but i don't have one mmm mmm what what does airplanes work work with airplanes uh the airplanes go fast my my brother is over there too he he he he now is over there he working over there on the airplanes one all on myself in my language i know in in my language is is gonna sit over here okay fly airplanes is fly airplanes is go go fly your air and and we're fly airplanes,Spanish,DVDC1,75,dvdc1.cha
we have to fly the airplanes y we ha you want to make this puzzles you wanna to make this puzzles you want to make this puzzles i know we make we can floor i can make this puzzles by myself this this movie i i like this no i like i like this like this the movie more i like this movie more i like this movie more like this movie,Spanish,DVDC1,75,dvdc1.cha
yeah y y in the movie the only is is is is always the pigs is it three pigs this is three pigs is this one and is this one and where's other pig is this one too and one over here and uh this one too and the wolf is and is trying to eat three pigs y and he eat these two pig and this one no eat y and the and the all houses is strong,Spanish,DVDC1,75,dvdc1.cha
this is is a box like that and and and then the two piggies he can get them down i'm gonna eat you can i make the puzzle now play guns again guns is a scary it's scary one we have to hide when we run with two of them one is dead count to ten and ten i you you wanna catch one and he coming behind with with one friend he me me shoot he's dead now,Spanish,DVDC1,75,dvdc1.cha
yeah the one that one's over here tomorrow play my friends one one live further down and another live over here another one live over there another one live over there yeah all the summer this morning i don't know and then i stay with at home with my mom he have to go s he have to go to to the school my my mom and my dad no it my school one piece this one it's my new,Spanish,DVDC1,75,dvdc1.cha
the teacher my name no i'm not done school now this one it's the from my favourite time of the year oh yeah winter why well we can play with snow mmm play play ball snow on my brother it it it one day i play i'm play with my brother and my brother catch me and throw my brother and hit my brother in the head hit his hair i use my jacket i'm playing good with the puzzles,Spanish,DVDC1,75,dvdc1.cha
mmm we have i don't know we have we have to put something like that when we we have to do is candies i just done that i don't know i have to go to the bathroom this candy lookit i i have many candies you you make a show you want the candy i don't know and i get to show the the the candy i like it okay i getting up and i'm gonna eat it okay,Spanish,DVDC1,75,dvdc1.cha
i like chocolate so much it's very good for all everybody i like my chocolate with ice cream i like my chocolate ice cream no chocolate ice cream i like that one a candy chocolate i like it too mmm a dog i play with his i'm too gonna have two two dogs a one puppy and a one big but my and my my my friend give me money money but ma he he he went under there,Spanish,DVDC1,75,dvdc1.cha
he he he put he dead the the dog's dead we we we have one puppy ni ni he put water y the puppy drink it no me my mom my mom putted that over there i i did a my mom put that up and the puppy won't eat it oh that a friend mine it's it it my fav it my favour who me sleep name is floppy it's a red black black yeah that white,Spanish,DVDC1,75,dvdc1.cha
and this is black we can pull his pants down in the summertime he gonna put his pants down in the cold time he he and he gonna be a freezie canadian and me can eat him freezie can eat it i cannot eat him he no ow yeah he taste good name is floppy you can see it i have other cool dog he name is is name is is a puppy yeah ne ne ne name is clifford,Spanish,DVDC1,75,dvdc1.cha
yeah me be careful he can bite you he can bite you he's a puppy y i gonna name him i gonna name he cat i gonna name name is cat uh no i dog i don't i gonna i gonna go the name my dog and i gonna put his name on my dog i gonna put mousie and my and my dog i gonna put floppy two floppy for the dog uh cat is called floppy,Spanish,DVDC1,75,dvdc1.cha
he can fly around he can fly around can you help me make the puzzles but but but they have a centre card a centre car it's a car it's a car okay this this a car okay and we and we have to go over here and i go to this place you you you want to make a puzzles or other game i have i have a computer do you you want to play the computer,Spanish,DVDC1,75,dvdc1.cha
or we we can and we can play that go there i like when there's one for no i i want to have a this one this one for real you no no no one this know this is for real better go over there i get a coat go over there and the right part is this one that no go over there this this one's the nose this one's the nose and i'm doing this before my daycare,Spanish,DVDC1,75,dvdc1.cha
i i make the puzzle my daycare yeah no at my school i get it that one go over there that one go there too s go yeah this one over here we have to uh here and they're all done he's he's a d he i don't know he he's he's uh is he's he's a snake and that one's a car i'm gonna have a car i i i have a car,Spanish,DVDC1,75,dvdc1.cha
i i can drive but i won't my my brother can driver my brother drive good and for what for what is this what is that this uh what this we you want to play cars and i have markers okay i'm gonna play gonna bring okay i gonna be this one this one it need new then the other one go up to here and it gots hit i win okay i show you that you gonna be one,Spanish,DVDC1,75,dvdc1.cha
do do you wanna be the little one the big one just just push and throw it do you wanna be now the big one be the little okay i will have three i win this one i gonna be the big one the big this one and this one you gotta be this one and this one okay and those out okay oh no i know we we can play with the the cars like that,Spanish,DVDC1,75,dvdc1.cha
ni ni ni ni like that we going like that vvvvvv around this car okay you going around round gonna pass you i'm gonna pass you you you you bring the toys you bring some toys and and i i have one picture spiderman and y you you you wanna see my my my my teacher and and and i have my room oh let let let's play let's play this okay and i will be the disney,Spanish,DVDC1,75,dvdc1.cha
you gonna be my puppy okay you need you want me tell you clifford come here okay you coming okay clifford come here you ready you ready to catch go catch it again eh clifford go get it he he he he can do this he he can do this can you catch this for me he he can do this like like this he can do this can do like that he can go like this and jump,Spanish,DVDC1,75,dvdc1.cha
and go like that go clifford jump and roll clifford come here pass to me that car yellow and here back puppy what are you doing over there eh clifford down clifford go get it clifford drive this car but don't crash me you crash me i gonna crash you are you okay clifford i i i his to bed okay ni ni ni ni me giving to him he he he he something,Spanish,DVDC1,75,dvdc1.cha
in the night he he he burn okay you want to use it you you you want to drive the car now don't crash me okay you you you you want to throw the ball can you go get the yellow you ready to catch you you want to play now the car okay you wanna see me yippee whoo hoo you you you you can drive like that we play computer we need to tell something,Spanish,DVDC1,75,dvdc1.cha
you want to play ball now okay you want to eh you you you want to to play jump around follow me okay jump jump jump jump i'm sorry clifford eh clifford you you you want to jump on me ow gee my head he hurt my head thank you clifford do do you want to see me ride my skateboard ow my head again clifford you you i hurt my head again,Spanish,DVDC1,75,dvdc1.cha
do do you want to to play jump jump jump stuart you have to go like that and you you you you have to jump over my knees and you jump you over here you jump uh in my language jump over to me you you you want to see my my picture spiderman can can i take this for for my room,Spanish,DVDC1,75,dvdc1.cha
um lots of people came d and we had fun um grade one um it's not so cold and not so hot and and you can go out for a long time um i liked to play with my friends friend right now but at my other school i didn't know i play with them and work with them i don't like watching it but i like playing it i didn't like when i was when i had a detention,Spanish,FLPP1,68,flpp1.cha
but i never had one i don't know but i don't remember her real name and do you remember living in colombia not too much i like um i think three cause when i came i'm four no i when i came i was three and i turned four the first the first day not so much yeah um we had a because there was too many and that stuff um really big um it's bigger and it gots basement,Spanish,FLPP1,68,flpp1.cha
and in colombia there wasn't like in the houses there wasn't like in all the houses there were basements oh yeah i went to playschool what was different about school in colombia the the was bigger like all of two times bigger or something what do you like about canada the the no robbers and that's why we had ed to move i eat them just i eat them like i eat them uh i know how to make waffles,Spanish,FLPP1,68,flpp1.cha
you just put them in the toaster you put it for like one minute or two and then you eat them with um how you say that toys and playstation um that if i didn't have a brother i i couldn't play with nobody i had ed to play by myself mm i think uh i dunno yet uh i think um i dunno um i'd ride lots of trucks and i'd take my mom and dad for a ride,Spanish,FLPP1,68,flpp1.cha
i know it but i dunno what's the name of it lots of cars you you race it um harry potter is the last movie that i watch it's about um a kid that had a had a scar over here it was of love in the movie there was magic and there was monsters uh sometimes when we watched it in theatres it was well not so many no cause cause they killed his mom and dad,Spanish,FLPP1,68,flpp1.cha
um a bad guy and he drank unicorn blood and then he survived and a person that he had a like this thing around his but not in in his head over here he had it around here and the guy who tried to kill harry potter and he killed his mom he was over here that way he um the guy that was uh back of his head well the bad guy broked one of his arms,Spanish,FLPP1,68,flpp1.cha
cause but first like say when harry potter was nine or something um they when harry when harry potter was a baby um they killed their parents and and a guy he grabbed harry potter and he took ed him to a school that that was magic school and there's monsters and all that and and then um they took harry potter to the school and then like say on the end of the movie,Spanish,FLPP1,68,flpp1.cha
or not so much in the end um h h um there was this bad guy he took his mask off and in the beginning harry potter didn't want to sh shake that guy's hand this guy's hand the bad guy's hand or else the the the guy would burn and he turn into little pieces and that's why harry potter did to him in the end and he turned into pieces,Spanish,FLPP1,68,flpp1.cha
and then he went to harry potter like fwu and he broked his arm and he like went and he went to like through he part of his arm and he broked his part of his arm and the ba and there something that was called a philosopher's stone that that that was for surviving like he never died with that if he had it that and harry potter had it that but then they destroyed it,Spanish,FLPP1,68,flpp1.cha
and then that guy died the bad guy that's the best movie i like i would had it an ice cream as big as the roof cause i cause i didn't make this much in one day i have it to put it in a big freezer lots of toys and um a mansion for us to live so my dog would have lots of space and we would have lots of space to play why is it an apartment,Spanish,FLPP1,68,flpp1.cha
it in a i been in a apartment that was tiny but it had a two bedrooms and this one has three we just move in i played with my friends and the first day came d here we met we met friends like about five and one of our friends moved his name is ron he moved to toronto uh cause he wanted to see his his um his cousins that's why he moved,Spanish,FLPP1,68,flpp1.cha
um i stay i stayed all day out um i forgot i think um yeah i forgot i know what i ate but only one thing but i dunno how you say it in english it's like um it's like um uh there's a bone and you eat the stuff on the outside it gots like we ate meat and and i forgot the probably go outside and play with my friends no i like fall,Spanish,FLPP1,68,flpp1.cha
cause there lots of leaves and you can make piles and then you can jump into them in colombia i think there was no fall but there was no snow i'm sure about that and i can cause then everyday you can go out and make pile and then jump in into the i wake d up and i went to the shack um it's like this little little little that they look like houses we make puppets,Spanish,FLPP1,68,flpp1.cha
uh we made two today with steven and my brother and and cause he from our school um our friends like save they like uh friends go there and and you get to see they makes it every day you gonna go there and you get to see your friends you go there and then you get to see your friends grown ups no there's only one grown up one is of daycare at they come,Spanish,FLPP1,68,flpp1.cha
and a friend of my brother he's in daycare and like daycare comes to the shack you dress up scary and then you get lots of candy you knock on doors and people give you candy um a once i painted my face and like three times i put a mask on a devil mask um you know those squares that they're like a triangle and they got squares m and m s two this one first one,Spanish,FLPP1,68,flpp1.cha
i'm not here in this one like my my other family that's in colombia they send it to us kay those are my that's my grandma and that's my grandpa and that's that's my little cousin but i dunno how to say it in english that's her too that's my uncle and that's my oth my other cousin and that's like mostly everybody from my family yeah that's my grandma and i dunno if she my grandma that's my auntie,Spanish,FLPP1,68,flpp1.cha
over here they are in the river n in an ocean that's the ocean mmm that that's where they where they lived oh i think that's that's all my family um was not from my family um i forgot his name that's my uncle and and my cousin that's my auntie and that's my cousin and um maria carmelita but in spanish and i don't know her name in english um maria carmelita,Spanish,FLPP1,68,flpp1.cha
yeah but it but i know that that isn't my cousin i think it um i think i turned it the wrong way um um that's my grandpa and that's my grandma um i think this and this is my mom and dad in it my grandpa yeah and that's my auntie um this is the ocean no i think the um river they're in there that's my brother yeah and over here my brother and my mom,Spanish,FLPP1,68,flpp1.cha
and my dad and my uncle and my auntie in a roller coaster in a r in a no this is my brother and that's my friend and this is my brother over here and these are his friends and this is my brother and that was in martinic when he was seven or something cause he had it then i think it's still i think it's still in colombia that was my brother's birthday,Spanish,FLPP1,68,flpp1.cha
and there were all his friends and that one when we went to the ocean but i'm not there i was with my dad and then another picture there my whole family and that's that's birthday you like throw it up in the air and it turn like that mmm and my brother's birthday my brother's birthday when my brother's birthday um that's a rubber and then you have to um like touch them you have to touch another one,Spanish,FLPP1,68,flpp1.cha
